Entity,Year,Aviation and shipping,Aviation and shipping (per capita),Buildings,Buildings (per capita),Electricity and heat,Electricity and heat (per capita),Energy,Energy (per capita),Fugitive emissions,Fugitive emissions (per capita),Industry,Industry (per capita),Land-use change and forestry,Land-use change and forestry (per capita),Manufacturing and construction,Manufacturing and construction (per capita),Other fuel combustion,Other fuel combustion (per capita),Total excluding LUCF,Total excluding LUCF (per capita),Total including LUCF,Total including LUCF (per capita),Transport,Transport (per capita)
Australia,2004,9.99,0.5025238366824694,11.25,0.5659052214892674,219.47,11.0399305742444,361.71,18.19498468132292,0.38,0.0191150208147485,3.56,0.1790775634223814,29.38,1.4778929250981934,45.28,2.277705638136358,6.15,0.3093615210807995,365.27,18.374062244745303,394.65,19.8519551698435,79.18,3.9829667055573506
Australia,2005,10.93,0.5416644799379222,11.36,0.5629742444734489,224.53,11.12716611898094,365.84,18.13014943645832,0.33,0.0163540053412181,3.66,0.1813807865116921,29.39,1.4564976272072765,43.8,2.1706225271071355,6.49,0.3216287717106235,369.51,18.312025798889444,398.89,19.768027850177287,79.33,3.931403768844956
Australia,2006,11.53,0.5617183808090108,11.56,0.5631799203948106,229.35,11.173470133438563,371.17,18.082654935375594,0.33,0.0160769354437964,3.89,0.1895129662920253,29.38,1.431334434359821,42.66,2.078309291007147,6.02,0.2932822768838027,375.06,18.27216790166762,404.44,19.703502336027437,81.25,3.95833637820747
Australia,2007,11.9,0.5689332153203293,11.82,0.5651084542089321,236.45,11.304559559873264,381.4,18.234548598586013,0.33,0.0157771395845133,3.97,0.1898037701530846,29.38,1.4046435181606112,43.29,2.0696738564047945,5.93,0.2835104173823153,385.37,18.424352368739097,414.75,19.828995886899712,83.58,3.995919171132195
Australia,2008,12.19,0.5714341163418297,11.92,0.5587772491217892,236.3,11.07710268183547,384.64,18.030879287097733,0.33,0.0154695043800495,3.86,0.1809463239605793,29.38,1.3772546626844098,44.79,2.099633639946723,6.0,0.2812637160009006,388.5,18.211825611058316,417.88,19.589080273742724,85.3,3.998632495812803
Australia,2009,11.21,0.5153821100892967,12.53,0.5760693879945484,246.37,11.326912619330958,391.13,17.982284096273563,0.38,0.017470580003027,3.83,0.1760850563462985,29.38,1.3507516854971933,41.18,1.8932591698017165,5.98,0.274931758995004,394.95,18.157909400514516,424.33,19.508661086011713,84.68,3.8931808280429663
Australia,2010,12.38,0.5587982353350331,12.68,0.5723393880491292,239.95,10.830665312491211,383.8,17.323648038900302,0.44,0.0198603573140076,3.55,0.1602369737834707,29.37,1.32567885071001,36.98,1.6691727578909148,6.13,0.2766908871246973,387.35,17.48388501268377,416.72,18.809563863393784,87.63,3.955370707787477
Australia,2011,11.89,0.5275534184441016,13.14,0.583015300114003,233.27,10.35007450971031,382.27,16.96113080476255,0.49,0.0217410576146013,3.5,0.1552932686757238,-29.44,-1.3062382370895167,39.53,1.7539265459289604,6.07,0.2693228973890409,385.77,17.116424073438274,356.33,15.810185836348756,89.77,3.983050494005635
Australia,2012,12.86,0.5614751795443502,13.4,0.5850518978144863,230.76,10.075117607438122,382.25,16.68926029399906,0.49,0.0213936888006789,3.52,0.1536852746497755,-29.44,-1.2853677516163042,41.0,1.7900841649547712,6.18,0.2698224424248899,385.77,16.84294556864883,356.33,15.557577817032527,90.43,3.9482270984599994
Australia,2013,12.89,0.5542914976414445,13.68,0.5882628151850241,222.64,9.573891313800711,375.98,16.167767050677295,0.55,0.0236509172771756,3.29,0.1414754869852872,-29.44,-1.265969099345549,41.01,1.7634983955217718,6.27,0.2696204569598027,379.27,16.30924253766258,349.83,15.043273438317032,91.83,3.948843151932804
Australia,2014,14.05,0.5954291552457988,14.17,0.6005146711624887,212.81,9.018738685256826,366.74,15.542184227391049,0.55,0.0233086146181629,3.14,0.1330709998200575,-29.44,-1.2476465715613034,41.01,1.73797506452884,6.23,0.2640230346748275,369.88,15.675255227211103,340.43,14.427184862656745,91.98,3.898047950142958
Australia,2015,13.41,0.560325940053314,14.44,0.603363652078289,219.58,9.17497165674174,372.9,15.581323120498196,0.45,0.0188028838944065,3.08,0.1286952942106045,-29.44,-1.2301264485585064,37.69,1.5748459866226254,6.59,0.2753577885869754,375.97,15.70960057284448,346.53,14.479474124285977,94.15,3.9339811525741633
Australia,2016,14.02,0.5778414694813563,14.83,0.6112260336953292,225.68,9.301516607172076,381.03,15.704346299321054,0.45,0.0185469801188737,2.93,0.1207614483295559,2.19,0.0902619699118523,37.5,1.5455816765728148,6.98,0.2876842693994199,383.96,15.825107747650613,386.15,15.915369717562466,95.59,3.9397907323625434
Australia,2017,15.21,0.6186795085170936,14.87,0.604849723316843,226.19,9.20046798366084,384.18,15.626843759506707,0.4,0.0162703355297066,3.02,0.1228410332492848,2.19,0.0890800870251436,37.55,1.5273777478512072,7.5,0.3050687911819988,387.2,15.749684792755987,389.39,15.838764879781134,97.68,3.973215936354352
Australia,2018,16.1,0.6466343105852069,15.1,0.6064706888097281,221.26,8.886602954042413,383.6,15.406765313073628,0.72,0.0289178076783446,3.02,0.1212941377619456,2.19,0.0879583316882983,39.32,1.579233608211822,7.56,0.3036369806226188,386.62,15.528059450835569,388.81,15.616017782523867,99.64,4.001903273708696
Austria,1990,0.92,0.1191099791635217,11.89,1.539367013319862,19.97,2.5854633520603567,56.24,7.281244813213544,0.0,0.0,2.03,0.2628187583716836,-13.47,-1.7439254557963448,9.52,1.2325293496051375,1.24,0.1605395371334422,58.27,7.544063571585228,44.8,5.800138115788882,13.63,1.764640234781305
Austria,1991,1.02,0.1312285643929559,13.27,1.7072578916612997,20.81,2.6773200245268756,60.42,7.773362608453333,0.0,0.0,2.01,0.2585974651272955,-13.47,-1.732988982718742,10.08,1.296846989295094,1.21,0.1556731008975261,62.42,8.030673519027756,48.95,6.297684536309014,15.05,1.9362646020725367
Austria,1992,1.09,0.1391914991537412,12.61,1.610279636998786,17.57,2.2436648074598473,55.56,7.094935498148498,0.0,0.0,2.11,0.2694440946921045,-13.47,-1.7201004528448571,9.14,1.167165414922197,1.16,0.1481304027691191,57.67,7.364379592840602,44.19,5.643002153764976,15.08,1.9256952359985484
Austria,1993,1.15,0.1457155386869053,12.38,1.5686594512555547,17.71,2.244019295778342,55.77,7.066570080494531,0.0,0.0,2.03,0.2572196030734068,-13.47,-1.706772440097926,9.4,1.1910661423103566,1.06,0.134311713920104,57.8,7.323789683567937,44.33,5.617017243470012,15.23,1.929780568870929
Austria,1994,1.21,0.1522545948486356,11.42,1.436981382786297,19.23,2.419715585900218,56.18,7.06914308974905,0.0,0.0,2.1,0.2642435117207726,-13.47,-1.6949333823232415,9.26,1.1651880564449306,0.99,0.1245719412397928,58.29,7.334644903906589,44.81,5.638453219146582,15.28,1.9226861233778123
Austria,1995,1.36,0.1702103587270918,12.54,1.5694396312042145,20.78,2.600714157609536,59.55,7.452960928086999,0.0,0.0,1.63,0.2040021211214409,-13.47,-1.6858334794514171,9.71,1.215251899441222,1.02,0.1276577690453189,61.18,7.65696304920844,47.71,5.971129569757023,15.5,1.9398974707867087
Austria,1996,1.49,0.185835308509062,13.94,1.7386202688700163,21.34,2.66156072723717,63.27,7.891140919039165,0.0,0.0,1.63,0.2032963442079,-13.47,-1.680001077595346,9.83,1.226014149425557,1.03,0.1284633340700227,64.9,8.094437263247066,51.43,6.414436185651718,17.13,2.1364824394363975
Austria,1997,1.55,0.1929571150944375,12.42,1.5461466899825256,21.84,2.7188279959113006,62.46,7.775549295999078,0.0,0.0,1.76,0.2190996919782001,-13.47,-1.6768595744013384,10.97,1.3656384210232129,1.03,0.1282231151917875,64.22,7.994648987977277,50.75,6.317789413575939,16.19,2.0154681892767385
Austria,1998,1.63,0.2027097442698432,12.46,1.549548106504446,20.96,2.606623460058843,63.07,7.843499123373628,0.0,0.0,1.6,0.1989788900808277,-13.47,-1.6751535308679686,10.31,1.2821702229583336,1.04,0.129336278552538,64.67,8.042478013454456,51.2,6.367324482586487,18.3,2.275821055299467
Austria,1999,1.57,0.1950040218026917,12.96,1.6097147277470605,20.09,2.4953062407745707,61.45,7.632482254634016,0.0,0.0,1.61,0.1999722771352443,-13.47,-1.6730599832371067,9.52,1.1824447691475315,1.05,0.1304167024795072,63.05,7.831212467936122,49.58,6.158152484699015,17.82,2.2133577506522077
Austria,2000,1.72,0.2131541912806056,11.86,1.469772504993013,19.71,2.4425983198492656,61.82,7.661158200562232,0.0,0.0,1.71,0.2119149227266485,-13.47,-1.6692947421800914,10.68,1.323538815626086,1.01,0.1251661239496579,63.53,7.87307312328888,50.06,6.203778381108789,18.55,2.298843167590252
Austria,2001,1.68,0.2074649084838946,13.05,1.6115577712588245,21.55,2.6612314153737673,66.19,8.173870412231537,0.0,0.0,1.72,0.2124045491620825,-6.16,-0.7607046644409469,10.54,1.301595318702529,1.01,0.1247259271242461,67.91,8.386274961393621,61.75,7.625570296952674,20.05,2.4759948899417186
Austria,2002,1.59,0.1954660962826651,12.38,1.5219309886662855,22.05,2.7107090710897896,67.63,8.314070497859522,0.0,0.0,1.74,0.2139062940451807,-6.16,-0.7572774547806398,10.3,1.2662269130260695,0.97,0.1192466121976007,69.37,8.527976791904704,63.2,7.769469990606564,21.93,2.6959569128797773
Austria,2003,1.49,0.1822439365668789,13.12,1.6047251327231218,24.03,2.939142144766511,72.71,8.893259481730045,0.0,0.0,1.75,0.2140448919409652,-6.16,-0.7534380196321975,11.05,1.351540603398666,0.99,0.1210882531551746,74.46,9.10730437367101,68.3,8.353866354038813,23.52,2.876763347686572
Austria,2004,1.77,0.2154120638057835,12.65,1.5395268966910516,24.82,3.020636962519518,74.01,9.007145108624881,0.0,0.0,1.79,0.2178460984250579,-6.17,-0.7508996800461493,11.71,1.4251272695851551,0.98,0.1192676963444451,75.8,9.224991207049936,69.63,8.474091527003788,23.84,2.901369266175073
Austria,2005,1.99,0.2411052750441744,12.3,1.4902486849464045,25.65,3.10771372104677,74.44,9.019033504667506,0.0,0.0,1.8,0.2180851734067908,-6.17,-0.747547511066611,11.05,1.3388006478583552,0.9,0.1090425867033954,76.24,9.237118678074298,70.07,8.489571167007687,24.54,2.973227864112582
Austria,2006,2.07,0.2498387212602492,11.98,1.4459265124143894,24.64,2.9739256482379433,72.14,8.7069397834369,0.0,0.0,1.95,0.2353553171292203,-6.17,-0.7446883624037381,11.27,1.360233037972468,0.86,0.1037977296057074,74.1,8.943502050910372,67.93,8.198813688506636,23.39,2.8230568552063913
Austria,2007,2.2,0.2646224661346392,10.05,1.2088435384786929,23.67,2.8470971697304135,69.11,8.312753924802234,0.0,0.0,2.13,0.2562026603939915,-6.17,-0.7421457345685107,10.97,1.3195038424986327,0.84,0.1010376688877713,71.24,8.568956585196226,65.08,7.828013680019235,23.58,2.8362717052067237
Austria,2008,2.2,0.2637407428497787,10.39,1.2455755991860002,23.59,2.8280200562846725,68.6,8.22391589067946,0.0,0.0,2.13,0.2553489919409221,-6.17,-0.7396729015377883,11.23,1.3462766100922794,0.83,0.099502189347871,70.73,8.479264882620384,64.56,7.7395919810825955,22.55,2.7033426142102313
Austria,2009,1.91,0.2281234943550781,9.59,1.1453949271545547,19.91,2.377978414978851,62.62,7.479106396081148,0.0,0.0,1.8,0.2149854920623773,-6.16,-0.7357281283912468,10.63,1.269608767012817,0.78,0.0931603798936968,64.42,7.694091888143527,58.26,6.958363759752279,21.72,2.5941582708860196
Austria,2010,2.05,0.2437590257724634,9.78,1.1629089131974109,24.14,2.870411162023057,68.34,8.126093571361048,0.0,0.0,1.62,0.1926290837811662,-6.16,-0.7324661457357926,11.13,1.3234331496817162,0.78,0.0927473366353763,69.96,8.318722655142215,63.79,7.585067440988021,22.52,2.677782078241891
Austria,2011,2.14,0.2531495530668299,8.51,1.0066835030835153,24.38,2.884012198023044,66.61,7.879575574664272,0.0,0.0,1.67,0.1975512867390682,-7.07,-0.8363398785899475,11.24,1.3296266245192376,0.76,0.0899035795938274,68.27,8.075943919566578,61.2,7.239604040976633,21.72,2.5693496694446476
Austria,2012,2.09,0.2458178619021127,8.11,0.9538673971416908,21.87,2.572266334832156,63.44,7.461571846444991,0.0,0.0,1.67,0.1964190571179561,-7.07,-0.8315465471999699,11.07,1.3020113546681282,0.74,0.0870359893816093,65.11,7.657990903562948,58.04,6.826444356362977,21.65,2.546390770421407
Austria,2013,2.0,0.2337488725999688,8.32,0.9723953100158704,21.2,2.4777380495596697,64.1,7.491651366829001,0.0,0.0,1.66,0.1940115642579741,-7.07,-0.8263022646408898,10.71,1.251725212772833,0.76,0.0888245715879881,65.75,7.684494186723976,58.68,6.858191922083085,23.11,2.70096822289264
Austria,2014,1.99,0.2309869585227513,7.34,0.8519820480185905,19.38,2.249511184005488,60.35,7.005056757210072,0.0,0.0,1.64,0.190361111546388,-7.07,-0.8206421089225387,10.22,1.1862747317098083,0.76,0.0882161248629603,61.99,7.1954178687564605,54.92,6.374775759833922,22.65,2.629072668613225
Austria,2015,2.14,0.2465816466975861,7.78,0.896451033321131,19.39,2.2342140791898113,61.45,7.080580462414332,,,1.7,0.1958826165354656,-7.07,-0.8146412346504366,10.38,1.1960362115518433,0.75,0.0864188014127054,63.15,7.276463078949797,56.08,6.461821844299361,23.15,2.6674603369388405
Austria,2016,2.33,0.2663677251030203,7.99,0.913424087370443,18.23,2.0840702268789957,61.67,7.050170646825434,,,1.73,0.197775177866191,-7.12,-0.8139648938770405,10.71,1.2243769681774024,0.76,0.0868838931666503,63.39,7.246802615571012,56.27,6.432837721693971,23.98,2.7414154712319427
Austria,2017,2.26,0.2562386747607852,8.2,0.92971554559223,19.99,2.266465092242522,64.12,7.2699220467529,,,1.71,0.1938797052393552,-7.12,-0.8072652054410582,10.64,1.2063626103782108,0.75,0.0850349584383137,65.83,7.463801751992255,58.71,6.656536546551197,24.54,2.7823438401016247
Austria,2018,2.51,0.2822957913296502,7.45,0.8378898985680856,17.71,1.9918161212940664,61.47,6.913435176507412,,,1.71,0.1923210371209968,-7.12,-0.8007753124570159,10.82,1.2169085506720383,0.74,0.0832266476430044,63.18,7.105756213628409,56.06,6.304980901171393,24.76,2.7847186427578254
Azerbaijan,1990,1.05,0.1449723986359892,4.94,0.6820606183445589,21.81,3.011283823096119,57.52,7.941726066230571,4.03,0.5564178728600349,,,-1.58,-0.2181489427093933,16.28,2.2477625236132424,4.26,0.5881737316088705,57.52,7.941726066230571,55.94,7.723577123521177,6.2,0.8560274967077458
Azerbaijan,1991,0.84,0.1141623102646187,4.64,0.6306108566997987,22.47,3.0538417995785507,67.03,9.109880544092135,14.97,2.0345354579301698,,,-1.58,-0.214733869307259,17.02,2.313145857980727,3.16,0.429467738614518,67.03,9.109880544092135,65.45,8.895146674784876,4.76,0.6469197581661728
Azerbaijan,1992,0.51,0.0682555122348674,3.61,0.4831419591526895,23.01,3.0795281108319625,44.24,5.920831100530466,1.81,0.2422401512649218,0.38,0.050857048331862,-1.58,-0.2114582535903738,9.14,1.223245846718998,2.69,0.3600143684544971,44.62,5.971688148862327,43.05,5.761568238649108,4.0,0.5353373508617058
Azerbaijan,1993,0.58,0.0764994485444924,2.37,0.3125925742249089,22.37,2.950504593000512,53.22,7.019483881961879,15.86,2.091864230889053,0.3,0.039568680281634,-1.58,-0.2083950494832726,7.17,0.9456914587310536,1.77,0.2334552136616408,53.52,7.059052562243513,51.94,6.85065751276024,3.69,0.4866947674640987
Azerbaijan,1994,0.48,0.0624698713016534,4.71,0.6129856121474747,16.89,2.1981585964269317,47.34,6.161091057125574,14.06,1.8298466468775996,0.24,0.0312349356508267,-1.58,-0.2056299930346093,6.9,0.8980043999612688,1.53,0.1991227147740204,47.58,6.1923259927764,46.0,5.986695999741791,3.24,0.421671631286161
Azerbaijan,1995,0.31,0.0398692391843113,3.85,0.495150228579351,15.43,1.9844592277868531,45.66,5.872353100502121,13.29,1.7092328669661232,0.1,0.0128610448981649,-1.58,-0.2032045093910064,8.57,1.102191547772737,1.18,0.1517603297983465,45.77,5.886500249890103,44.19,5.683295740499096,3.34,0.4295588995987096
Azerbaijan,1996,0.58,0.0738330746205425,4.08,0.5193774904341614,14.82,1.8865623549593804,40.26,5.125033765901798,13.18,1.6777929715495703,0.12,0.0152758085421812,-1.58,-0.2011314791387193,4.43,0.5639319320155233,1.04,0.1323903406989038,40.38,5.14030957444398,38.8,4.93917809530526,2.71,0.3449786762442591
Azerbaijan,1997,0.58,0.0731799515195438,4.08,0.5147831072409291,14.29,1.8030025986453129,39.29,4.957310853798065,13.02,1.642763739283553,0.18,0.0227110194370998,-1.58,-0.1993522817256539,3.93,0.4958572577100126,0.75,0.0946292476545825,39.47,4.980021873235164,37.89,4.780669591509511,3.22,0.4062749032636745
Azerbaijan,1998,0.49,0.0613274028483199,4.45,0.5569529442347423,15.89,1.988760063795518,39.28,4.91620486506532,13.02,1.6295567042553585,0.11,0.0137673761496228,-1.58,-0.1977495846945826,2.13,0.2665864654426968,0.79,0.0988747923472913,39.39,4.929972241214943,37.81,4.732222656520362,3.0,0.3754738949897139
Azerbaijan,1999,0.43,0.0533887848290429,4.75,0.589759832413846,15.92,1.9766266383217743,38.68,4.802507435319487,12.91,1.602905144518474,0.1,0.0124159964718704,-1.58,-0.196172744255553,2.59,0.3215743086214445,0.93,0.1154687671883951,38.78,4.814923431791358,37.2,4.6187506875358055,1.57,0.1949311446083659
Azerbaijan,2000,0.3,0.0369333364357335,4.29,0.5281467110309904,16.32,2.009173502103907,39.89,4.910902634738044,12.58,1.5487379078717622,0.12,0.0147733345742934,-1.58,-0.1945155718948636,2.67,0.328706694278029,1.67,0.2055955728255836,40.01,4.925675969312337,38.43,4.731160397417474,2.36,0.2905422466277709
Azerbaijan,2001,0.55,0.067095303999673,4.66,0.5684802120699572,15.15,1.848170646536449,38.42,4.686911963031707,12.58,1.5346525896652492,0.31,0.037817353163452,-1.81,-0.2208045458898331,2.2,0.2683812159986923,1.22,0.1488295834174566,38.72,4.723509401576984,36.91,4.50270485568715,2.6,0.3171778007257272
Azerbaijan,2002,0.28,0.0338284162320822,5.22,0.6306583311838194,13.99,1.690212653881539,37.66,4.549921983215064,12.14,1.4667034752052812,0.47,0.0567834129609952,-1.81,-0.2186765477859603,3.01,0.3636554744948843,0.38,0.0459099934578259,38.13,4.60670539617606,36.32,4.3880288483901,2.93,0.3539902127142894
Azerbaijan,2003,0.58,0.0693661002844847,5.73,0.6852892321208578,16.29,1.9482306441969932,33.8,4.042369292440662,5.96,0.7127964787853948,0.54,0.0645822312993478,-1.81,-0.2164700715774437,2.38,0.2846402046156442,0.28,0.0334870828959581,34.34,4.10695152374001,32.52,3.889285484916282,3.15,0.3767296825795291
Azerbaijan,2004,0.56,0.0662805195161806,5.64,0.6675395179843904,15.69,1.857038127158703,33.37,3.949608814740976,5.96,0.705414100565065,0.73,0.086401391512164,-1.81,-0.2142281077219409,1.89,0.2236967533671095,0.39,0.0461596475201972,34.09,4.034826625547495,32.28,3.820598517825554,3.79,0.4485770874398652
Azerbaijan,2005,1.11,0.1299977396789407,5.78,0.6769251669768265,16.48,1.9300565314494984,35.91,4.20560255123492,6.89,0.8069229066557672,0.74,0.0866651597859604,-1.81,-0.2119782962332276,1.69,0.197924486538207,0.85,0.0995478186730627,36.65,4.29226771102088,34.84,4.080289414787653,4.21,0.49305449013364
Azerbaijan,2006,1.25,0.1448410010807456,5.8,0.6720622450146596,16.96,1.9652027026635563,33.39,3.868992820868877,3.99,0.46233247544974,0.78,0.0903807846743852,-1.81,-0.2097297695649196,1.62,0.1877139374006463,0.18,0.0208571041556273,34.17,3.959373605543262,32.36,3.7496438359783424,4.84,0.560824356184647
Azerbaijan,2007,1.35,0.1547413258030473,5.47,0.626988927513088,14.54,1.6666213905009686,26.7,3.0604395547713796,0.0,0.0,0.82,0.0939910275248139,-1.81,-0.2074679997803819,2.28,0.2613409058007021,0.64,0.0733588507510742,27.51,3.153284350253209,25.7,2.9458163504728265,3.77,0.4321294802055469
Azerbaijan,2008,1.51,0.1711655432652649,6.64,0.7526749717095096,13.97,1.5835646618647363,28.81,3.2657478817697245,0.0,0.0,0.77,0.0872830915988437,-1.81,-0.2051719425894898,2.65,0.3003898606973194,0.79,0.0895501848871253,29.58,3.353030973368568,27.77,3.147859030779079,4.77,0.5407017492551748
Azerbaijan,2009,1.15,0.1288604489520451,5.96,0.6678332832645125,11.56,1.2953276433788197,24.52,2.747528876786216,0.0,0.0,0.62,0.0694725898697982,-1.81,-0.2028151413940885,1.75,0.1960919875357209,1.01,0.1131730899491875,25.14,2.817001466656014,23.33,2.6141863252619255,4.25,0.4762233983010366
Azerbaijan,2010,1.44,0.1594249188898047,6.1,0.6753416702970894,10.0,1.1071174922903104,23.53,2.605047459359101,0.0,0.0,0.62,0.0686412845219992,-1.81,-0.2003882661045462,1.44,0.1594249188898047,1.05,0.1162473366904826,24.15,2.6736887438811,22.33,2.472193360284263,4.95,0.5480231586837038
Azerbaijan,2011,1.55,0.1694678610761515,6.18,0.6756847622262041,11.66,1.27483565170834,28.09,3.071194979115546,1.64,0.1793079304289603,0.47,0.0513870288424459,-2.85,-0.3116021961722786,1.73,0.1891479997817691,1.1,0.1202675143121075,28.56,3.1225820079579916,25.71,2.810979811785714,5.79,0.6330444616973661
Azerbaijan,2012,1.41,0.1521908356507356,5.21,0.5623505345676119,13.98,1.5089559449626129,30.1,3.248896562473151,1.2,0.1295241154474345,0.66,0.071238263496089,-2.85,-0.3076197741876572,2.18,0.2353021430628395,1.13,0.1219685420463342,30.76,3.32013482596924,27.91,3.012515051781582,6.4,0.6907952823863178
Azerbaijan,2013,1.42,0.1512977457594811,5.06,0.5391314039035031,13.76,1.4660964659510285,30.67,3.26781821298823,1.2,0.1278572499375896,0.72,0.0767143499625538,-2.85,-0.3036609686017755,2.2,0.2344049582189144,1.16,0.1235953416063366,31.39,3.3445325629507834,28.54,3.040871594349008,7.29,0.7767327933708573
Azerbaijan,2014,1.3,0.1367612577659354,5.61,0.5901774277437675,14.23,1.4970097676994316,31.72,3.3369746894888244,0.93,0.0978368997863999,0.9,0.0946808707610322,-2.85,-0.2998227574099353,2.3,0.2419622252781934,1.12,0.117825083613729,32.63,3.4327075699249794,29.78,3.132884812515044,7.54,0.7932152950424254
Azerbaijan,2015,0.97,0.1008028793459161,5.99,0.6224837600845747,14.42,1.4985335259465051,31.35,3.25790749226234,0.54,0.0561170668523656,0.82,0.0852148052202589,-2.85,-0.2961734083874854,2.32,0.2410955464768302,1.09,0.1132733386464418,32.17,3.3431222974825987,29.32,3.0469488890951135,6.98,0.7253650493139117
Azerbaijan,2016,0.69,0.0708706957992473,6.72,0.6902189503926699,14.33,1.4718508272510356,31.95,3.281621348965149,0.54,0.0554640227994109,0.71,0.0729249188658922,-1.92,-0.1972054143979056,2.79,0.2865641177969567,1.01,0.1037382648655649,32.66,3.354546267831041,30.74,3.1573408534331353,6.55,0.6727580543261886
Azerbaijan,2017,0.63,0.063989820133757,6.14,0.6236468184464572,14.28,1.4504359230318256,31.26,3.1751139323511812,0.45,0.045707014381255,0.71,0.0721155115793134,-1.92,-0.1950165946933547,1.75,0.1777495003715472,1.04,0.1056339887922337,31.97,3.247229443930494,30.05,3.0522128492371396,7.6,0.7719406873278623
Azerbaijan,2018,0.47,0.0472383790321097,6.3,0.6331952934091305,14.28,1.4352426650606958,31.31,3.146880101053948,0.36,0.0361825881948074,0.71,0.0713601044953147,-1.92,-0.1929738037056397,1.32,0.1326694900476273,1.15,0.1155832678445238,32.02,3.2182402055492636,30.1,3.0252664018436235,7.9,0.7940067964971637
Bahamas,1990,0.68,2.653896740000078,0.07,0.2731952526470669,0.84,3.278343031764802,1.78,6.946964995882557,0.0,0.0,0.0,0.0,0.0,0.0,0.54,2.1075062347059443,0.0,0.0,1.78,6.946964995882557,1.78,6.946964995882557,0.33,1.287920476764744
Bahamas,1991,0.69,2.6436072595754134,0.17,0.6513235277214787,0.87,3.333243935986391,1.88,7.202871953625764,0.0,0.0,0.0,0.0,0.0,0.0,0.54,2.0689100292329323,0.0,0.0,1.88,7.202871953625764,1.88,7.202871953625764,0.3,1.1493944606849624
Bahamas,1992,0.9,3.3831025305606928,0.24,0.9021606748161848,1.21,4.548393402198265,2.53,9.51027711368728,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.631301968213872,0.0,0.0,2.53,9.51027711368728,2.53,9.51027711368728,0.38,1.428421068458959
Bahamas,1993,0.79,2.9144301182373233,0.19,0.7009388891963183,1.02,3.762935089369708,2.1,7.747219301643518,0.0,0.0,0.0,0.0,0.0,0.0,0.58,2.139708188072971,0.0,0.0,2.1,7.747219301643518,2.1,7.747219301643518,0.31,1.1436371350045191
Bahamas,1994,0.77,2.7913822417337024,0.17,0.6162791962269213,1.01,3.661423459936415,2.04,7.395350354723055,0.0,0.0,0.0,0.0,0.0,0.0,0.57,2.0663478932314416,0.0,0.0,2.04,7.395350354723055,2.04,7.395350354723055,0.29,1.0512998053282774
Bahamas,1995,0.79,2.8196260247912943,0.16,0.5710634986919078,1.04,3.7119127414974,2.08,7.4238254829948,0.0,0.0,0.0,0.0,0.0,0.0,0.58,2.070105182758165,0.0,0.0,2.08,7.4238254829948,2.08,7.4238254829948,0.31,1.1064355287155712
Bahamas,1996,0.77,2.711458553419255,0.14,0.4929924642580464,0.99,3.486160997253328,1.98,6.972321994506656,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.9367561095851824,0.0,0.0,1.97,6.937108247059652,1.97,6.937108247059652,0.29,1.021198675963096
Bahamas,1997,0.78,2.714336918810007,0.13,0.4523894864683345,1.12,3.897509421881036,1.77,6.159456854222708,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.7655822078694892,0.0,0.0,1.77,6.159456854222708,1.77,6.159456854222708,0.3,1.0439757380038486
Bahamas,1998,0.82,2.821748107364074,0.12,0.4129387474191328,1.25,4.3014452856159675,2.27,7.811424638678595,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1.9614590502408809,0.0,0.0,2.27,7.811424638678595,2.27,7.811424638678595,0.32,1.1011699931176877
Bahamas,1999,0.81,2.754511788290265,0.11,0.3740695021134926,1.26,4.284796115118189,2.23,7.583408997391715,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.8703475105674636,0.0,0.0,2.23,7.583408997391715,2.23,7.583408997391715,0.31,1.0541958695925702
Bahamas,2000,0.79,2.650606452045832,0.1,0.3355198040564344,1.21,4.059789629082857,2.14,7.180123806807697,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.7782549614991026,0.0,0.0,2.14,7.180123806807697,2.14,7.180123806807697,0.3,1.0065594121693031
Bahamas,2001,0.84,2.7757767218076914,0.09,0.2974046487651098,1.28,4.2297550046593395,2.13,7.038576687440932,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.487023243825549,0.0,0.0,2.13,7.038576687440932,2.13,7.038576687440932,0.31,1.0243937901909337
Bahamas,2002,0.89,2.892831952466546,0.09,0.292533568226954,1.42,4.615529632025274,2.28,7.410850395082835,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.4626678411347702,0.0,0.0,2.28,7.410850395082835,2.28,7.410850395082835,0.31,1.0076156238928418
Bahamas,2003,0.9,2.8742698556158444,0.08,0.2554906538325195,1.47,4.694640764172545,2.25,7.18567463903961,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.3093896008916623,0.0,0.0,2.25,7.18567463903961,2.25,7.18567463903961,0.29,0.926153620142883
Bahamas,2004,0.78,2.445961498057342,0.08,0.2508678459545992,1.41,4.42154578494981,2.16,6.773431840774179,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.222980749028671,0.0,0.0,2.16,6.773431840774179,2.16,6.773431840774179,0.29,0.909395941585422
